Region,Country,State,City,Month,Day,Year,AvgTemperature,,Date,,,,
North America,US,Alaska,Anchorage,12,7,1996,5.2,,1996-12-07,,,,
North America,US,Alaska,Anchorage,12,8,1996,10.3,,1996-12-08,,,,
North America,US,Alaska,Anchorage,12,9,1996,23.3,,1996-12-09,,,,
North America,US,Alaska,Anchorage,12,10,1996,15.7,,1996-12-10,,,,
North America,US,Alaska,Anchorage,12,11,1996,16.8,,1996-12-11,,,,
North America,US,Alaska,Anchorage,12,12,1996,16,,1996-12-12,,,,
North America,US,Alaska,Anchorage,12,13,1996,16.4,,1996-12-13,,,,
North America,US,Alaska,Anchorage,12,14,1996,11.9,,1996-12-14,,,,
North America,US,Alaska,Anchorage,12,15,1996,19.6,,1996-12-15,,,,
North America,US,Alaska,Anchorage,12,16,1996,21.9,,1996-12-16,,,,
North America,US,Alaska,Anchorage,12,17,1996,26.9,,1996-12-17,,,,
North America,US,Alaska,Anchorage,12,18,1996,29.4,,1996-12-18,,,,
North America,US,Alaska,Anchorage,12,19,1996,30.3,,1996-12-19,,,,
North America,US,Alaska,Anchorage,12,20,1996,25.7,,1996-12-20,,,,
North America,US,Alaska,Anchorage,12,21,1996,16.3,,1996-12-21,,,,
North America,US,Alaska,Anchorage,12,22,1996,19.2,,1996-12-22,,,,
North America,US,Alaska,Anchorage,12,23,1996,9.4,,1996-12-23,,,,
North America,US,Alaska,Anchorage,12,24,1996,6.7,,1996-12-24,,,,
North America,US,Alaska,Anchorage,12,25,1996,7.1,,1996-12-25,,,,
North America,US,Alaska,Anchorage,12,26,1996,5.6,,1996-12-26,,,,
North America,US,Alaska,Anchorage,12,27,1996,8.3,,1996-12-27,,,,
North America,US,Alaska,Anchorage,12,28,1996,6.2,,1996-12-28,,,,
North America,US,Alaska,Anchorage,12,29,1996,1.5,,1996-12-29,,,,
North America,US,Alaska,Anchorage,12,30,1996,0.8,,1996-12-30,,,,
North America,US,Alaska,Anchorage,12,31,1996,-4.2,,1996-12-31,,,,
North America,US,Alaska,Anchorage,1,1,1997,-10,,1997-01-01,,,,
North America,US,Alaska,Anchorage,1,2,1997,3.3,,1997-01-02,,,,
North America,US,Alaska,Anchorage,1,3,1997,5.1,,1997-01-03,,,,
North America,US,Alaska,Anchorage,1,4,1997,-6.7,,1997-01-04,,,,
North America,US,Alaska,Anchorage,1,5,1997,0.1,,1997-01-05,,,,
North America,US,Alaska,Anchorage,1,6,1997,-0.3,,1997-01-06,,,,
North America,US,Alaska,Anchorage,1,7,1997,-12.1,,1997-01-07,,,,
North America,US,Alaska,Anchorage,1,8,1997,-8.9,,1997-01-08,,,,
North America,US,Alaska,Anchorage,1,9,1997,13.1,,1997-01-09,,,,
North America,US,Alaska,Anchorage,1,10,1997,30.4,,1997-01-10,,,,
North America,US,Alaska,Anchorage,1,11,1997,31,,1997-01-11,,,,
North America,US,Alaska,Anchorage,1,12,1997,24,,1997-01-12,,,,
North America,US,Alaska,Anchorage,1,13,1997,35.2,,1997-01-13,,,,
North America,US,Alaska,Anchorage,1,14,1997,28.9,,1997-01-14,,,,
North America,US,Alaska,Anchorage,1,15,1997,36.2,,1997-01-15,,,,
North America,US,Alaska,Anchorage,1,16,1997,29.2,,1997-01-16,,,,
North America,US,Alaska,Anchorage,1,17,1997,24.5,,1997-01-17,,,,
North America,US,Alaska,Anchorage,1,18,1997,27.9,,1997-01-18,,,,
North America,US,Alaska,Anchorage,1,19,1997,26.3,,1997-01-19,,,,
North America,US,Alaska,Anchorage,1,20,1997,28,,1997-01-20,,,,
North America,US,Alaska,Anchorage,1,21,1997,22.6,,1997-01-21,,,,
North America,US,Alaska,Anchorage,1,22,1997,16.3,,1997-01-22,,,,
North America,US,Alaska,Anchorage,1,23,1997,10.1,,1997-01-23,,,,
North America,US,Alaska,Anchorage,1,24,1997,10.4,,1997-01-24,,,,
North America,US,Alaska,Anchorage,1,25,1997,11.1,,1997-01-25,,,,
North America,US,Alaska,Anchorage,1,26,1997,11.5,,1997-01-26,,,,
North America,US,Alaska,Anchorage,1,27,1997,11.5,,1997-01-27,,,,
North America,US,Alaska,Anchorage,1,28,1997,17.5,,1997-01-28,,,,
North America,US,Alaska,Anchorage,1,29,1997,21.4,,1997-01-29,,,,
North America,US,Alaska,Anchorage,1,30,1997,28.5,,1997-01-30,,,,
North America,US,Alaska,Anchorage,1,31,1997,31.8,,1997-01-31,,,,
North America,US,Alaska,Anchorage,2,1,1997,28.1,,1997-02-01,,,,
North America,US,Alaska,Anchorage,2,2,1997,25,,1997-02-02,,,,
North America,US,Alaska,Anchorage,2,3,1997,30,,1997-02-03,,,,
North America,US,Alaska,Anchorage,2,4,1997,34.3,,1997-02-04,,,,
North America,US,Alaska,Anchorage,2,5,1997,36,,1997-02-05,,,,
North America,US,Alaska,Anchorage,2,6,1997,34.7,,1997-02-06,,,,
North America,US,Alaska,Anchorage,2,7,1997,34,,1997-02-07,,,,
North America,US,Alaska,Anchorage,2,8,1997,27.8,,1997-02-08,,,,
North America,US,Alaska,Anchorage,2,9,1997,27.5,,1997-02-09,,,,
North America,US,Alaska,Anchorage,2,10,1997,30.2,,1997-02-10,,,,
North America,US,Alaska,Anchorage,2,11,1997,29.9,,1997-02-11,,,,
North America,US,Alaska,Anchorage,2,12,1997,27.8,,1997-02-12,,,,
North America,US,Alaska,Anchorage,2,13,1997,28.8,,1997-02-13,,,,
North America,US,Alaska,Anchorage,2,14,1997,29.7,,1997-02-14,,,,
North America,US,Alaska,Anchorage,2,15,1997,27.5,,1997-02-15,,,,
North America,US,Alaska,Anchorage,2,16,1997,29.8,,1997-02-16,,,,
North America,US,Alaska,Anchorage,2,17,1997,29.9,,1997-02-17,,,,
North America,US,Alaska,Anchorage,2,18,1997,30.6,,1997-02-18,,,,
North America,US,Alaska,Anchorage,2,19,1997,27.6,,1997-02-19,,,,
North America,US,Alaska,Anchorage,2,20,1997,28.9,,1997-02-20,,,,
North America,US,Alaska,Anchorage,2,21,1997,31.8,,1997-02-21,,,,
North America,US,Alaska,Anchorage,2,22,1997,36.2,,1997-02-22,,,,
North America,US,Alaska,Anchorage,2,23,1997,38.7,,1997-02-23,,,,
North America,US,Alaska,Anchorage,2,24,1997,31.2,,1997-02-24,,,,
North America,US,Alaska,Anchorage,2,25,1997,36.6,,1997-02-25,,,,
North America,US,Alaska,Anchorage,2,26,1997,31.2,,1997-02-26,,,,
North America,US,Alaska,Anchorage,2,27,1997,31.7,,1997-02-27,,,,
North America,US,Alaska,Anchorage,2,28,1997,29.3,,1997-02-28,,,,
North America,US,Alaska,Anchorage,3,1,1997,22.6,,1997-03-01,,,,
North America,US,Alaska,Anchorage,3,2,1997,19,,1997-03-02,,,,
North America,US,Alaska,Anchorage,3,3,1997,12.1,,1997-03-03,,,,
North America,US,Alaska,Anchorage,3,4,1997,14.9,,1997-03-04,,,,
North America,US,Alaska,Anchorage,3,5,1997,21.3,,1997-03-05,,,,
North America,US,Alaska,Anchorage,3,6,1997,27.3,,1997-03-06,,,,
North America,US,Alaska,Anchorage,3,7,1997,28.5,,1997-03-07,,,,
North America,US,Alaska,Anchorage,3,8,1997,28.1,,1997-03-08,,,,
North America,US,Alaska,Anchorage,3,9,1997,25.7,,1997-03-09,,,,
North America,US,Alaska,Anchorage,3,10,1997,24.8,,1997-03-10,,,,
North America,US,Alaska,Anchorage,3,11,1997,25,,1997-03-11,,,,
North America,US,Alaska,Anchorage,3,12,1997,28.2,,1997-03-12,,,,
North America,US,Alaska,Anchorage,3,13,1997,27.8,,1997-03-13,,,,
North America,US,Alaska,Anchorage,3,14,1997,22.5,,1997-03-14,,,,
North America,US,Alaska,Anchorage,3,15,1997,23.4,,1997-03-15,,,,
North America,US,Alaska,Anchorage,3,16,1997,27,,1997-03-16,,,,
North America,US,Alaska,Anchorage,3,17,1997,16.9,,1997-03-17,,,,
North America,US,Alaska,Anchorage,3,18,1997,21.9,,1997-03-18,,,,
North America,US,Alaska,Anchorage,3,19,1997,27.8,,1997-03-19,,,,
North America,US,Alaska,Anchorage,3,20,1997,29.5,,1997-03-20,,,,
North America,US,Alaska,Anchorage,3,21,1997,27.6,,1997-03-21,,,,
North America,US,Alaska,Anchorage,3,22,1997,27.6,,1997-03-22,,,,
North America,US,Alaska,Anchorage,3,23,1997,30.4,,1997-03-23,,,,
North America,US,Alaska,Anchorage,3,24,1997,21.8,,1997-03-24,,,,
North America,US,Alaska,Anchorage,3,25,1997,22.5,,1997-03-25,,,,
North America,US,Alaska,Anchorage,3,26,1997,21.7,,1997-03-26,,,,
North America,US,Alaska,Anchorage,3,27,1997,25.8,,1997-03-27,,,,
North America,US,Alaska,Anchorage,3,28,1997,30,,1997-03-28,,,,
North America,US,Alaska,Anchorage,3,29,1997,29.3,,1997-03-29,,,,
North America,US,Alaska,Anchorage,3,30,1997,27.2,,1997-03-30,,,,
North America,US,Alaska,Anchorage,3,31,1997,27,,1997-03-31,,,,
North America,US,Alaska,Anchorage,4,1,1997,29.3,,1997-04-01,,,,
North America,US,Alaska,Anchorage,4,2,1997,34.9,,1997-04-02,,,,
North America,US,Alaska,Anchorage,4,3,1997,30.5,,1997-04-03,,,,
North America,US,Alaska,Anchorage,4,4,1997,32.1,,1997-04-04,,,,
North America,US,Alaska,Anchorage,4,5,1997,33.8,,1997-04-05,,,,
North America,US,Alaska,Anchorage,4,6,1997,35.8,,1997-04-06,,,,
North America,US,Alaska,Anchorage,4,7,1997,38.4,,1997-04-07,,,,
North America,US,Alaska,Anchorage,4,8,1997,40.3,,1997-04-08,,,,
North America,US,Alaska,Anchorage,4,9,1997,37.8,,1997-04-09,,,,
North America,US,Alaska,Anchorage,4,10,1997,39.1,,1997-04-10,,,,
North America,US,Alaska,Anchorage,4,11,1997,42,,1997-04-11,,,,
North America,US,Alaska,Anchorage,4,12,1997,41.9,,1997-04-12,,,,
North America,US,Alaska,Anchorage,4,13,1997,39.4,,1997-04-13,,,,
North America,US,Alaska,Anchorage,4,14,1997,36.8,,1997-04-14,,,,
North America,US,Alaska,Anchorage,4,15,1997,37.3,,1997-04-15,,,,
North America,US,Alaska,Anchorage,4,16,1997,35.8,,1997-04-16,,,,
North America,US,Alaska,Anchorage,4,17,1997,31.1,,1997-04-17,,,,
North America,US,Alaska,Anchorage,4,18,1997,31.4,,1997-04-18,,,,
North America,US,Alaska,Anchorage,4,19,1997,33.8,,1997-04-19,,,,
North America,US,Alaska,Anchorage,4,20,1997,35.1,,1997-04-20,,,,
North America,US,Alaska,Anchorage,4,21,1997,34.6,,1997-04-21,,,,
North America,US,Alaska,Anchorage,4,22,1997,39.6,,1997-04-22,,,,
North America,US,Alaska,Anchorage,4,23,1997,42.9,,1997-04-23,,,,
North America,US,Alaska,Anchorage,4,24,1997,42.8,,1997-04-24,,,,
North America,US,Alaska,Anchorage,4,25,1997,46.6,,1997-04-25,,,,
North America,US,Alaska,Anchorage,4,26,1997,44.9,,1997-04-26,,,,
North America,US,Alaska,Anchorage,4,27,1997,45,,1997-04-27,,,,
North America,US,Alaska,Anchorage,4,28,1997,41.9,,1997-04-28,,,,
North America,US,Alaska,Anchorage,4,29,1997,45.7,,1997-04-29,,,,
North America,US,Alaska,Anchorage,4,30,1997,43.3,,1997-04-30,,,,
North America,US,Alaska,Anchorage,5,1,1997,43.2,,1997-05-01,,,,
North America,US,Alaska,Anchorage,5,2,1997,44.8,,1997-05-02,,,,
North America,US,Alaska,Anchorage,5,3,1997,45.7,,1997-05-03,,,,
North America,US,Alaska,Anchorage,5,4,1997,47,,1997-05-04,,,,
North America,US,Alaska,Anchorage,5,5,1997,48.5,,1997-05-05,,,,
North America,US,Alaska,Anchorage,5,6,1997,50.4,,1997-05-06,,,,
North America,US,Alaska,Anchorage,5,7,1997,48.7,,1997-05-07,,,,
North America,US,Alaska,Anchorage,5,8,1997,44.6,,1997-05-08,,,,
North America,US,Alaska,Anchorage,5,9,1997,49,,1997-05-09,,,,
North America,US,Alaska,Anchorage,5,10,1997,47.4,,1997-05-10,,,,
North America,US,Alaska,Anchorage,5,11,1997,45.4,,1997-05-11,,,,
North America,US,Alaska,Anchorage,5,12,1997,49.4,,1997-05-12,,,,
North America,US,Alaska,Anchorage,5,13,1997,44.2,,1997-05-13,,,,
North America,US,Alaska,Anchorage,5,14,1997,43.6,,1997-05-14,,,,
North America,US,Alaska,Anchorage,5,15,1997,42.6,,1997-05-15,,,,
North America,US,Alaska,Anchorage,5,16,1997,44.4,,1997-05-16,,,,
North America,US,Alaska,Anchorage,5,17,1997,47.7,,1997-05-17,,,,
North America,US,Alaska,Anchorage,5,18,1997,46.4,,1997-05-18,,,,
North America,US,Alaska,Anchorage,5,19,1997,46.6,,1997-05-19,,,,
North America,US,Alaska,Anchorage,5,20,1997,45.9,,1997-05-20,,,,
North America,US,Alaska,Anchorage,5,21,1997,48.9,,1997-05-21,,,,
North America,US,Alaska,Anchorage,5,22,1997,51.3,,1997-05-22,,,,
North America,US,Alaska,Anchorage,5,23,1997,55.6,,1997-05-23,,,,
North America,US,Alaska,Anchorage,5,24,1997,53.1,,1997-05-24,,,,
North America,US,Alaska,Anchorage,5,25,1997,55.5,,1997-05-25,,,,
North America,US,Alaska,Anchorage,5,26,1997,58.5,,1997-05-26,,,,
North America,US,Alaska,Anchorage,5,27,1997,59,,1997-05-27,,,,
North America,US,Alaska,Anchorage,5,28,1997,59.2,,1997-05-28,,,,
North America,US,Alaska,Anchorage,5,29,1997,60.3,,1997-05-29,,,,
North America,US,Alaska,Anchorage,5,30,1997,51.2,,1997-05-30,,,,
North America,US,Alaska,Anchorage,5,31,1997,46.7,,1997-05-31,,,,
North America,US,Alaska,Anchorage,6,1,1997,49.5,,1997-06-01,,,,
North America,US,Alaska,Anchorage,6,2,1997,55.4,,1997-06-02,,,,
North America,US,Alaska,Anchorage,6,3,1997,57.4,,1997-06-03,,,,
North America,US,Alaska,Anchorage,6,4,1997,61.8,,1997-06-04,,,,
North America,US,Alaska,Anchorage,6,5,1997,64.6,,1997-06-05,,,,
North America,US,Alaska,Anchorage,6,6,1997,55.8,,1997-06-06,,,,
North America,US,Alaska,Anchorage,6,7,1997,52.1,,1997-06-07,,,,
North America,US,Alaska,Anchorage,6,8,1997,51.7,,1997-06-08,,,,
North America,US,Alaska,Anchorage,6,9,1997,54.5,,1997-06-09,,,,
North America,US,Alaska,Anchorage,6,10,1997,51.8,,1997-06-10,,,,
North America,US,Alaska,Anchorage,6,11,1997,52.6,,1997-06-11,,,,
North America,US,Alaska,Anchorage,6,12,1997,56.1,,1997-06-12,,,,
North America,US,Alaska,Anchorage,6,13,1997,54.3,,1997-06-13,,,,
North America,US,Alaska,Anchorage,6,14,1997,52.7,,1997-06-14,,,,
North America,US,Alaska,Anchorage,6,15,1997,53.7,,1997-06-15,,,,
North America,US,Alaska,Anchorage,6,16,1997,50.5,,1997-06-16,,,,
North America,US,Alaska,Anchorage,6,17,1997,54.1,,1997-06-17,,,,
North America,US,Alaska,Anchorage,6,18,1997,59.1,,1997-06-18,,,,
North America,US,Alaska,Anchorage,6,19,1997,57.6,,1997-06-19,,,,
North America,US,Alaska,Anchorage,6,20,1997,52.2,,1997-06-20,,,,
North America,US,Alaska,Anchorage,6,21,1997,51.9,,1997-06-21,,,,
North America,US,Alaska,Anchorage,6,22,1997,59.6,,1997-06-22,,,,
North America,US,Alaska,Anchorage,6,23,1997,63.2,,1997-06-23,,,,
North America,US,Alaska,Anchorage,6,24,1997,58.5,,1997-06-24,,,,
North America,US,Alaska,Anchorage,6,25,1997,57.7,,1997-06-25,,,,
North America,US,Alaska,Anchorage,6,26,1997,61.1,,1997-06-26,,,,
North America,US,Alaska,Anchorage,6,27,1997,68,,1997-06-27,,,,
North America,US,Alaska,Anchorage,6,28,1997,67.9,,1997-06-28,,,,
North America,US,Alaska,Anchorage,6,29,1997,62.6,,1997-06-29,,,,
North America,US,Alaska,Anchorage,6,30,1997,57.5,,1997-06-30,,,,
North America,US,Alaska,Anchorage,7,1,1997,62.3,,1997-07-01,,,,
North America,US,Alaska,Anchorage,7,2,1997,63.8,,1997-07-02,,,,
North America,US,Alaska,Anchorage,7,3,1997,59.1,,1997-07-03,,,,
North America,US,Alaska,Anchorage,7,4,1997,58.9,,1997-07-04,,,,
North America,US,Alaska,Anchorage,7,5,1997,57.8,,1997-07-05,,,,
North America,US,Alaska,Anchorage,7,6,1997,58.1,,1997-07-06,,,,
North America,US,Alaska,Anchorage,7,7,1997,62.8,,1997-07-07,,,,
North America,US,Alaska,Anchorage,7,8,1997,60.9,,1997-07-08,,,,
North America,US,Alaska,Anchorage,7,9,1997,62.8,,1997-07-09,,,,
North America,US,Alaska,Anchorage,7,10,1997,59.1,,1997-07-10,,,,
North America,US,Alaska,Anchorage,7,11,1997,56.5,,1997-07-11,,,,
North America,US,Alaska,Anchorage,7,12,1997,57,,1997-07-12,,,,
North America,US,Alaska,Anchorage,7,13,1997,58.4,,1997-07-13,,,,
North America,US,Alaska,Anchorage,7,14,1997,57.5,,1997-07-14,,,,
North America,US,Alaska,Anchorage,7,15,1997,56.7,,1997-07-15,,,,
North America,US,Alaska,Anchorage,7,16,1997,59.7,,1997-07-16,,,,
North America,US,Alaska,Anchorage,7,17,1997,61.6,,1997-07-17,,,,
North America,US,Alaska,Anchorage,7,18,1997,59.8,,1997-07-18,,,,
North America,US,Alaska,Anchorage,7,19,1997,62.5,,1997-07-19,,,,
North America,US,Alaska,Anchorage,7,20,1997,62.1,,1997-07-20,,,,
North America,US,Alaska,Anchorage,7,21,1997,61.3,,1997-07-21,,,,
North America,US,Alaska,Anchorage,7,22,1997,57.9,,1997-07-22,,,,
North America,US,Alaska,Anchorage,7,23,1997,57.1,,1997-07-23,,,,
North America,US,Alaska,Anchorage,7,24,1997,60.7,,1997-07-24,,,,
North America,US,Alaska,Anchorage,7,25,1997,62.7,,1997-07-25,,,,
North America,US,Alaska,Anchorage,7,26,1997,63.5,,1997-07-26,,,,
North America,US,Alaska,Anchorage,7,27,1997,63.2,,1997-07-27,,,,
North America,US,Alaska,Anchorage,7,28,1997,65,,1997-07-28,,,,
North America,US,Alaska,Anchorage,7,29,1997,64.5,,1997-07-29,,,,
North America,US,Alaska,Anchorage,7,30,1997,61,,1997-07-30,,,,
North America,US,Alaska,Anchorage,7,31,1997,60.5,,1997-07-31,,,,
North America,US,Alaska,Anchorage,8,1,1997,62.6,,1997-08-01,,,,
North America,US,Alaska,Anchorage,8,2,1997,60.9,,1997-08-02,,,,
North America,US,Alaska,Anchorage,8,3,1997,60.4,,1997-08-03,,,,
North America,US,Alaska,Anchorage,8,4,1997,62.1,,1997-08-04,,,,
North America,US,Alaska,Anchorage,8,5,1997,66.6,,1997-08-05,,,,
North America,US,Alaska,Anchorage,8,6,1997,61.6,,1997-08-06,,,,
North America,US,Alaska,Anchorage,8,7,1997,59.2,,1997-08-07,,,,
North America,US,Alaska,Anchorage,8,8,1997,59.7,,1997-08-08,,,,
North America,US,Alaska,Anchorage,8,9,1997,58.8,,1997-08-09,,,,
North America,US,Alaska,Anchorage,8,10,1997,56.7,,1997-08-10,,,,
North America,US,Alaska,Anchorage,8,11,1997,56.3,,1997-08-11,,,,
North America,US,Alaska,Anchorage,8,12,1997,56.6,,1997-08-12,,,,
North America,US,Alaska,Anchorage,8,13,1997,58.2,,1997-08-13,,,,
North America,US,Alaska,Anchorage,8,14,1997,60.7,,1997-08-14,,,,
North America,US,Alaska,Anchorage,8,15,1997,58.3,,1997-08-15,,,,
North America,US,Alaska,Anchorage,8,16,1997,56.5,,1997-08-16,,,,
North America,US,Alaska,Anchorage,8,17,1997,56.5,,1997-08-17,,,,
North America,US,Alaska,Anchorage,8,18,1997,58.9,,1997-08-18,,,,
North America,US,Alaska,Anchorage,8,19,1997,57.6,,1997-08-19,,,,
North America,US,Alaska,Anchorage,8,20,1997,56.1,,1997-08-20,,,,
North America,US,Alaska,Anchorage,8,21,1997,54.2,,1997-08-21,,,,
North America,US,Alaska,Anchorage,8,22,1997,52.6,,1997-08-22,,,,
North America,US,Alaska,Anchorage,8,23,1997,57.6,,1997-08-23,,,,
North America,US,Alaska,Anchorage,8,24,1997,60.1,,1997-08-24,,,,
North America,US,Alaska,Anchorage,8,25,1997,58.4,,1997-08-25,,,,
North America,US,Alaska,Anchorage,8,26,1997,56.5,,1997-08-26,,,,
North America,US,Alaska,Anchorage,8,27,1997,54.8,,1997-08-27,,,,
North America,US,Alaska,Anchorage,8,28,1997,56,,1997-08-28,,,,
North America,US,Alaska,Anchorage,8,29,1997,54.4,,1997-08-29,,,,
North America,US,Alaska,Anchorage,8,30,1997,59.7,,1997-08-30,,,,
North America,US,Alaska,Anchorage,8,31,1997,56.7,,1997-08-31,,,,
North America,US,Alaska,Anchorage,9,1,1997,51.1,,1997-09-01,,,,
North America,US,Alaska,Anchorage,9,2,1997,51,,1997-09-02,,,,
North America,US,Alaska,Anchorage,9,3,1997,52.2,,1997-09-03,,,,
North America,US,Alaska,Anchorage,9,4,1997,53.8,,1997-09-04,,,,
North America,US,Alaska,Anchorage,9,5,1997,54.1,,1997-09-05,,,,
North America,US,Alaska,Anchorage,9,6,1997,56.2,,1997-09-06,,,,
North America,US,Alaska,Anchorage,9,7,1997,55.4,,1997-09-07,,,,
North America,US,Alaska,Anchorage,9,8,1997,53.9,,1997-09-08,,,,
North America,US,Alaska,Anchorage,9,9,1997,52.6,,1997-09-09,,,,
North America,US,Alaska,Anchorage,9,10,1997,53.6,,1997-09-10,,,,
North America,US,Alaska,Anchorage,9,11,1997,52.1,,1997-09-11,,,,
North America,US,Alaska,Anchorage,9,12,1997,54.1,,1997-09-12,,,,
North America,US,Alaska,Anchorage,9,13,1997,53.1,,1997-09-13,,,,
North America,US,Alaska,Anchorage,9,14,1997,50.2,,1997-09-14,,,,
North America,US,Alaska,Anchorage,9,15,1997,50.4,,1997-09-15,,,,
North America,US,Alaska,Anchorage,9,16,1997,53.8,,1997-09-16,,,,
North America,US,Alaska,Anchorage,9,17,1997,51.5,,1997-09-17,,,,
North America,US,Alaska,Anchorage,9,18,1997,51.7,,1997-09-18,,,,
North America,US,Alaska,Anchorage,9,19,1997,45.9,,1997-09-19,,,,
North America,US,Alaska,Anchorage,9,20,1997,47.5,,1997-09-20,,,,
North America,US,Alaska,Anchorage,9,21,1997,47.5,,1997-09-21,,,,
North America,US,Alaska,Anchorage,9,22,1997,49.9,,1997-09-22,,,,
North America,US,Alaska,Anchorage,9,23,1997,50.4,,1997-09-23,,,,
North America,US,Alaska,Anchorage,9,24,1997,52.3,,1997-09-24,,,,
North America,US,Alaska,Anchorage,9,25,1997,50.3,,1997-09-25,,,,
North America,US,Alaska,Anchorage,9,26,1997,44.8,,1997-09-26,,,,
North America,US,Alaska,Anchorage,9,27,1997,47.5,,1997-09-27,,,,
North America,US,Alaska,Anchorage,9,28,1997,45.3,,1997-09-28,,,,
North America,US,Alaska,Anchorage,9,29,1997,39.4,,1997-09-29,,,,
North America,US,Alaska,Anchorage,9,30,1997,40.5,,1997-09-30,,,,
North America,US,Alaska,Anchorage,10,1,1997,41.4,,1997-10-01,,,,
North America,US,Alaska,Anchorage,10,2,1997,37,,1997-10-02,,,,
North America,US,Alaska,Anchorage,10,3,1997,37.6,,1997-10-03,,,,
North America,US,Alaska,Anchorage,10,4,1997,43.2,,1997-10-04,,,,
North America,US,Alaska,Anchorage,10,5,1997,39.6,,1997-10-05,,,,
North America,US,Alaska,Anchorage,10,6,1997,37.9,,1997-10-06,,,,
North America,US,Alaska,Anchorage,10,7,1997,37.4,,1997-10-07,,,,
North America,US,Alaska,Anchorage,10,8,1997,37.4,,1997-10-08,,,,
North America,US,Alaska,Anchorage,10,9,1997,34.9,,1997-10-09,,,,
North America,US,Alaska,Anchorage,10,10,1997,35.5,,1997-10-10,,,,
North America,US,Alaska,Anchorage,10,11,1997,33.3,,1997-10-11,,,,
North America,US,Alaska,Anchorage,10,12,1997,29.6,,1997-10-12,,,,
North America,US,Alaska,Anchorage,10,13,1997,29.9,,1997-10-13,,,,
North America,US,Alaska,Anchorage,10,14,1997,26.3,,1997-10-14,,,,
North America,US,Alaska,Anchorage,10,15,1997,29.2,,1997-10-15,,,,
North America,US,Alaska,Anchorage,10,16,1997,25.9,,1997-10-16,,,,
North America,US,Alaska,Anchorage,10,17,1997,26.5,,1997-10-17,,,,
North America,US,Alaska,Anchorage,10,18,1997,18.4,,1997-10-18,,,,
North America,US,Alaska,Anchorage,10,19,1997,25.8,,1997-10-19,,,,
North America,US,Alaska,Anchorage,10,20,1997,32.5,,1997-10-20,,,,
North America,US,Alaska,Anchorage,10,21,1997,33.8,,1997-10-21,,,,
North America,US,Alaska,Anchorage,10,22,1997,32.2,,1997-10-22,,,,
North America,US,Alaska,Anchorage,10,23,1997,29.4,,1997-10-23,,,,
North America,US,Alaska,Anchorage,10,24,1997,26,,1997-10-24,,,,
North America,US,Alaska,Anchorage,10,25,1997,19.7,,1997-10-25,,,,
North America,US,Alaska,Anchorage,10,26,1997,22.3,,1997-10-26,,,,
North America,US,Alaska,Anchorage,10,27,1997,15.8,,1997-10-27,,,,
North America,US,Alaska,Anchorage,10,28,1997,20.7,,1997-10-28,,,,
North America,US,Alaska,Anchorage,10,29,1997,28.4,,1997-10-29,,,,
North America,US,Alaska,Anchorage,10,30,1997,30.7,,1997-10-30,,,,
North America,US,Alaska,Anchorage,10,31,1997,27.6,,1997-10-31,,,,
North America,US,Alaska,Anchorage,11,1,1997,26,,1997-11-01,,,,
North America,US,Alaska,Anchorage,11,2,1997,29,,1997-11-02,,,,
North America,US,Alaska,Anchorage,11,3,1997,28.2,,1997-11-03,,,,
North America,US,Alaska,Anchorage,11,4,1997,32.7,,1997-11-04,,,,
North America,US,Alaska,Anchorage,11,5,1997,32.2,,1997-11-05,,,,
North America,US,Alaska,Anchorage,11,6,1997,34.8,,1997-11-06,,,,
North America,US,Alaska,Anchorage,11,7,1997,31.6,,1997-11-07,,,,
North America,US,Alaska,Anchorage,11,8,1997,33.1,,1997-11-08,,,,
North America,US,Alaska,Anchorage,11,9,1997,39.2,,1997-11-09,,,,
North America,US,Alaska,Anchorage,11,10,1997,37.4,,1997-11-10,,,,
North America,US,Alaska,Anchorage,11,11,1997,38,,1997-11-11,,,,
North America,US,Alaska,Anchorage,11,12,1997,35.6,,1997-11-12,,,,
North America,US,Alaska,Anchorage,11,13,1997,36.2,,1997-11-13,,,,
North America,US,Alaska,Anchorage,11,14,1997,31.5,,1997-11-14,,,,
North America,US,Alaska,Anchorage,11,15,1997,27.8,,1997-11-15,,,,
North America,US,Alaska,Anchorage,11,16,1997,32.2,,1997-11-16,,,,
North America,US,Alaska,Anchorage,11,17,1997,32.8,,1997-11-17,,,,
North America,US,Alaska,Anchorage,11,18,1997,32.4,,1997-11-18,,,,
North America,US,Alaska,Anchorage,11,19,1997,31.1,,1997-11-19,,,,
North America,US,Alaska,Anchorage,11,20,1997,23.6,,1997-11-20,,,,
North America,US,Alaska,Anchorage,11,21,1997,24,,1997-11-21,,,,
North America,US,Alaska,Anchorage,11,22,1997,27,,1997-11-22,,,,
North America,US,Alaska,Anchorage,11,23,1997,21.2,,1997-11-23,,,,
North America,US,Alaska,Anchorage,11,24,1997,11.4,,1997-11-24,,,,
North America,US,Alaska,Anchorage,11,25,1997,8.7,,1997-11-25,,,,
North America,US,Alaska,Anchorage,11,26,1997,14.1,,1997-11-26,,,,
North America,US,Alaska,Anchorage,11,27,1997,29.4,,1997-11-27,,,,
North America,US,Alaska,Anchorage,11,28,1997,22.4,,1997-11-28,,,,
North America,US,Alaska,Anchorage,11,29,1997,20.1,,1997-11-29,,,,
North America,US,Alaska,Anchorage,11,30,1997,28.5,,1997-11-30,,,,
